num pol;age;Sexe;Type vehicule;Date sous;anc permis;Zone geo;valeur
633;38;H;1;01/01/2019;18;D;14474
634;34;F;2;01/01/2019;12;B;5967
635;37;F;3;09/01/2019;16;D;14273
636;37;F;6;01/01/2019;16;B;7573
637;39;F;2;01/01/2019;21;D;7136
638;35;F;3;10/02/2019;15;A;22011
639;33;H;1;01/01/2019;11;A;29664
640;37;F;2;01/01/2019;16;D;18397
641;36;F;6;01/01/2019;18;C;11215
642;29;H;5;01/01/2019;10;C;5220
643;45;F;2;01/01/2019;27;A;3136
644;35;H;3;19/03/2019;17;D;21449
645;41;H;2;01/01/2019;23;D;2791
646;36;H;1;18/02/2019;17;C;23593
647;39;H;2;01/01/2019;20;B;17266
648;38;F;2;06/06/2019;20;B;22397
649;39;F;6;15/02/2019;13;D;9598
650;45;H;3;10/07/2019;27;C;5538
651;34;H;5;01/01/2019;10;C;2573
652;38;F;4;05/05/2019;20;B;24746
653;36;F;1;01/01/2019;18;B;19993
654;50;F;2;16/07/2019;32;C;15179
655;41;F;2;01/01/2019;20;A;15529
656;41;H;4;01/01/2019;22;B;29325
657;36;H;6;01/01/2019;18;B;13694
658;38;H;5;01/01/2019;20;C;4369
659;35;H;4;25/02/2019;14;C;26878
660;41;F;2;17/01/2019;23;C;3762
661;42;H;2;01/01/2019;23;D;24404
662;36;H;1;01/01/2019;18;D;3056
663;40;H;5;12/03/2019;19;C;21271
664;35;F;3;01/01/2019;17;A;27310
665;46;H;5;01/01/2019;28;A;27951
666;27;F;3;01/01/2019;9;C;24297
667;40;F;5;01/01/2019;22;A;6183
668;39;F;5;01/01/2019;18;B;26703
669;40;H;6;01/01/2019;22;C;13604
670;31;F;3;01/01/2019;11;B;12326
671;39;H;4;01/01/2019;21;A;5592
672;39;F;6;01/01/2019;18;C;12957
673;48;F;1;17/05/2019;25;A;1202
674;44;F;5;01/01/2019;24;B;6349
675;49;H;2;01/01/2019;29;A;3170
676;38;F;6;01/01/2019;20;D;26133
677;44;H;3;01/01/2019;23;C;1297
678;49;H;3;01/01/2019;31;C;14508
679;39;H;5;01/01/2019;21;B;20678
680;49;F;3;01/01/2019;31;B;27002
681;36;F;2;04/03/2019;15;C;8913
682;35;F;5;01/01/2019;17;C;4821
683;42;F;5;23/01/2019;23;C;25623
684;56;F;3;25/05/2019;36;B;22274
685;33;F;4;01/01/2019;15;D;20380
686;38;F;3;01/01/2019;19;C;1916
687;34;H;5;26/01/2019;9;B;21081
688;45;H;2;06/04/2019;27;B;10033
689;43;H;5;01/01/2019;22;D;6175
690;29;H;3;01/01/2019;8;D;1739
691;36;H;5;12/04/2019;17;B;8870
692;32;F;2;01/01/2019;14;D;30969
693;37;F;6;01/01/2019;19;C;27462
694;35;F;1;01/01/2019;16;A;7489
695;47;H;3;01/01/2019;29;A;17108
696;52;F;1;01/01/2019;32;D;1173
697;43;F;5;01/01/2019;22;C;16471
698;36;H;3;01/01/2019;18;D;27034
699;43;H;2;07/01/2019;25;C;19051
700;41;H;5;01/01/2019;23;A;10345
701;44;F;5;01/01/2019;24;D;29791
702;35;F;3;01/01/2019;17;C;22337
703;40;F;3;20/06/2019;22;C;23812
704;45;H;2;01/01/2019;27;D;13683
705;46;F;4;01/01/2019;28;A;4282
706;36;H;4;01/01/2019;18;B;29169
707;48;H;5;01/01/2019;25;A;7746
708;42;H;3;08/02/2019;24;B;15724
709;48;H;1;09/06/2019;30;D;9183
710;42;F;2;11/04/2019;24;D;19326
711;28;F;2;15/05/2019;8;B;6853
712;42;H;4;01/01/2019;24;D;28096
713;33;H;2;01/01/2019;15;A;12281
714;40;F;1;01/01/2019;22;C;17051
715;36;H;2;01/01/2019;18;A;27724
716;42;H;1;01/01/2019;23;B;3253
717;34;F;3;01/01/2019;12;D;6102
718;38;H;4;13/04/2019;19;B;25668
719;39;F;3;01/01/2019;20;B;25135
720;47;F;1;01/01/2019;27;D;11765
721;39;F;1;01/01/2019;17;A;7567
722;55;H;4;01/01/2019;37;D;25465
723;39;H;3;02/02/2019;21;D;13749
724;37;H;3;01/01/2019;14;D;6214
725;42;F;1;01/01/2019;20;A;5320
726;37;F;6;01/01/2019;19;B;23632
727;49;H;2;01/01/2019;29;B;23778
728;36;H;3;01/01/2019;14;D;24354
729;38;F;2;01/01/2019;20;A;8183
730;41;H;5;01/01/2019;19;A;24216
731;37;F;4;27/04/2019;19;A;28146
732;41;F;2;01/01/2019;23;A;22032
733;40;F;1;01/01/2019;20;B;18482
734;39;H;3;01/01/2019;15;B;8482
735;29;F;5;05/02/2019;11;A;16498
736;37;H;6;14/04/2019;19;A;10476
737;39;H;5;01/01/2019;20;C;23700
738;30;H;5;01/01/2019;11;B;11396
739;41;F;3;01/01/2019;23;B;17417
740;45;F;5;01/01/2019;27;D;7485
741;34;F;3;01/01/2019;14;C;30736
742;40;F;2;01/01/2019;22;C;29184
743;23;F;5;01/01/2019;3;C;5230
744;40;F;2;04/01/2019;21;A;22390
745;37;F;5;01/01/2019;16;A;3202
746;44;F;2;01/01/2019;26;A;22968
747;42;F;2;01/01/2019;20;B;14874
748;41;H;4;01/01/2019;21;B;27852
749;33;H;5;01/01/2019;14;D;29942
750;43;F;2;01/01/2019;23;B;29152
751;46;F;2;15/01/2019;28;B;15992
752;43;H;1;01/01/2019;25;B;3709
753;39;F;5;01/01/2019;21;A;12200
754;46;F;5;01/01/2019;28;A;11030
755;30;F;3;01/01/2019;11;C;30800
756;42;F;1;01/01/2019;22;C;11237
757;33;H;3;01/01/2019;15;D;15361
758;48;H;3;16/07/2019;28;B;22188
759;56;H;3;01/01/2019;38;A;9248
760;47;H;2;01/01/2019;29;A;14674
761;50;F;4;01/01/2019;32;D;30987
762;37;F;3;01/01/2019;18;A;2703
763;19;F;1;01/01/2019;0;C;16206
764;48;F;3;09/06/2019;30;C;22487
765;35;H;4;08/07/2019;14;B;28963
766;27;F;4;11/04/2019;8;D;7269
767;50;F;5;21/05/2019;31;D;5297
768;46;F;5;01/01/2019;26;A;4452
769;41;F;2;01/01/2019;22;D;18263
770;41;H;2;01/01/2019;19;D;21324
771;50;F;3;01/01/2019;32;A;18820
772;39;H;5;28/01/2019;21;B;30991
773;34;F;4;27/02/2019;16;A;11559
774;39;H;3;01/01/2019;18;B;15705
775;36;F;5;10/07/2019;18;A;6312
776;42;H;3;01/01/2019;24;D;18368
777;46;F;5;01/01/2019;28;B;16688
778;25;H;3;19/03/2019;5;C;30808
779;42;F;1;01/01/2019;24;D;13845
780;42;H;4;01/01/2019;23;A;10569
781;32;H;6;01/01/2019;11;B;23214
782;30;F;6;01/01/2019;12;C;30563
783;52;H;6;01/01/2019;33;A;8876
784;40;F;2;01/01/2019;22;D;4835
785;34;H;5;01/01/2019;16;B;23039
786;44;H;3;01/01/2019;18;C;4814
787;46;H;1;04/01/2019;28;C;12452
788;35;F;5;01/01/2019;17;C;20326
789;42;F;3;01/01/2019;21;B;29545
790;28;H;5;01/01/2019;10;B;21295
791;42;F;3;01/01/2019;24;C;27107
792;40;H;5;01/01/2019;22;D;3452
793;29;F;3;01/01/2019;7;A;5330
794;43;F;4;23/01/2019;24;B;3455
795;30;F;4;25/06/2019;9;D;12025
796;45;H;3;01/01/2019;27;D;11562
797;36;F;1;01/01/2019;12;C;3012
798;47;F;6;01/01/2019;29;D;6499
799;39;H;3;05/06/2019;13;B;21978
800;30;F;1;01/01/2019;12;B;13300
801;27;H;4;01/01/2019;9;C;27114
802;42;F;3;01/01/2019;24;C;22595
803;50;F;5;01/01/2019;30;A;28402
804;44;H;2;01/01/2019;26;B;17468
805;38;H;5;01/01/2019;20;A;14959
806;42;H;3;04/03/2019;22;D;6948
807;51;H;1;10/02/2019;33;B;17999
808;27;F;4;27/01/2019;4;C;22794
809;37;F;2;01/01/2019;15;A;29860
810;52;H;5;01/01/2019;34;B;12726
811;40;F;2;12/07/2019;19;B;24779
812;34;H;4;01/01/2019;12;B;29444
813;53;F;5;01/01/2019;35;B;2749
814;38;F;6;01/01/2019;17;D;23079
815;27;F;2;07/06/2019;9;A;21507
816;41;F;2;18/02/2019;23;D;14556
817;30;F;1;01/01/2019;12;D;30320
818;51;H;3;05/02/2019;30;D;9640
819;39;F;2;01/01/2019;19;B;15609
820;26;H;5;01/01/2019;8;D;25474
821;47;H;3;01/01/2019;29;A;11324
822;34;F;2;01/01/2019;16;D;21895
823;42;H;1;04/01/2019;17;C;7804
824;24;H;3;01/01/2019;4;B;9311
825;40;F;5;01/01/2019;22;C;18790
826;50;F;4;01/01/2019;29;A;6147
827;33;F;2;01/01/2019;14;A;28029
828;43;H;5;07/01/2019;25;A;21551
829;48;F;5;01/01/2019;29;A;2315
830;40;H;3;01/01/2019;22;B;9100
831;51;H;5;01/01/2019;31;D;23737
832;45;F;4;01/01/2019;27;D;10269
833;44;F;4;01/01/2019;26;C;20193
834;34;H;4;28/04/2019;12;A;22688
835;36;F;4;16/01/2019;18;C;10977
836;26;H;3;23/06/2019;5;D;30758
837;47;F;3;05/03/2019;26;B;8818
838;32;H;4;01/01/2019;12;D;9047
839;47;F;4;01/01/2019;29;B;30466
840;36;F;2;01/01/2019;11;A;20862
841;39;F;3;27/01/2019;17;A;7717
842;30;H;3;01/01/2019;12;C;27984
843;30;F;3;08/06/2019;9;A;22658
844;35;F;5;01/01/2019;14;D;20476
845;49;F;2;01/01/2019;30;A;29943
846;45;H;5;01/01/2019;27;D;10663
847;37;F;3;01/01/2019;19;B;6650
848;52;H;5;01/01/2019;31;B;20701
849;22;F;5;01/01/2019;3;C;30781
850;58;F;1;01/01/2019;37;A;14867
851;32;F;2;11/06/2019;14;A;1633
852;45;F;2;09/05/2019;27;B;3125
853;35;H;3;29/06/2019;15;C;6996
854;44;F;2;01/01/2019;22;B;7917
855;43;F;4;01/01/2019;25;D;14533
856;33;F;4;01/01/2019;15;A;7168
857;41;H;6;01/01/2019;22;A;24687
858;33;F;5;01/01/2019;15;A;14678
859;42;H;1;27/01/2019;24;D;29204
860;44;H;2;31/03/2019;26;B;30518
861;51;F;3;01/01/2019;33;A;10461
862;48;F;4;07/04/2019;27;A;12537
863;39;H;5;01/01/2019;16;B;15215
864;34;F;5;01/01/2019;14;A;29784
865;40;F;4;07/04/2019;22;D;13476
866;23;F;6;19/01/2019;4;A;9946
867;37;H;1;01/01/2019;19;A;11862
868;34;F;1;01/01/2019;15;B;7711
869;46;H;6;01/01/2019;28;D;16588
870;40;H;2;22/03/2019;22;D;11761
871;33;H;5;01/01/2019;15;B;26255
872;35;F;5;01/01/2019;17;A;18340
873;36;H;2;01/03/2019;18;A;29118
874;36;H;2;01/01/2019;18;D;9290
875;41;F;4;21/01/2019;21;D;29377
876;42;F;6;01/01/2019;24;A;12228
877;22;F;5;01/01/2019;4;A;5369
878;43;H;4;11/01/2019;22;D;30520
879;57;F;4;01/01/2019;39;C;5254
880;52;H;1;19/02/2019;33;A;27046
881;38;H;4;01/01/2019;14;D;23732
882;43;F;5;01/01/2019;25;A;3507
883;51;F;1;01/01/2019;33;B;23304
884;39;F;1;01/01/2019;21;B;13968
885;45;F;4;01/01/2019;27;C;6909
886;41;F;5;01/01/2019;21;C;15695
887;43;H;4;01/01/2019;25;A;25268
888;37;H;1;01/01/2019;19;B;11355
889;33;F;4;01/01/2019;9;B;25288
890;30;H;1;01/01/2019;12;A;24097
891;28;F;1;01/01/2019;9;C;19401
892;40;F;2;18/03/2019;22;D;27056
893;42;F;3;01/01/2019;24;B;21754
894;39;H;2;22/01/2019;19;B;20066
895;31;F;5;01/01/2019;11;D;8366
896;46;F;6;01/01/2019;26;A;13702
897;34;F;5;01/01/2019;16;C;30386
898;38;H;1;31/03/2019;18;B;18642
899;49;H;1;01/01/2019;31;D;14613
900;37;H;4;01/01/2019;19;D;13494
901;22;H;5;03/03/2019;1;C;8338
902;37;H;6;01/01/2019;15;A;9830
903;32;F;1;01/01/2019;14;B;6318
904;44;F;2;17/06/2019;26;C;10613
905;51;F;3;01/01/2019;33;A;24842
906;36;H;4;01/01/2019;13;B;8004
907;42;F;6;01/01/2019;24;D;1473
908;53;F;5;01/01/2019;35;B;9041
909;37;H;6;01/01/2019;18;D;22177
910;39;H;3;01/01/2019;21;A;11118
911;44;H;3;01/05/2019;23;A;15619
912;47;H;1;01/01/2019;29;C;26251
913;48;F;5;01/01/2019;22;D;20707
914;41;H;3;01/01/2019;21;B;22890
915;50;F;3;21/04/2019;32;B;29668
916;34;H;1;09/05/2019;13;D;28443
917;36;F;6;01/01/2019;15;C;22202
918;38;F;5;01/01/2019;18;D;24658
919;46;F;5;01/01/2019;28;A;7497
920;43;F;3;01/01/2019;25;A;11052
921;35;H;4;06/01/2019;12;A;2764
922;46;H;1;01/01/2019;28;C;12030
923;26;H;5;01/01/2019;6;B;20684
924;38;H;5;01/01/2019;14;C;13970
925;34;F;5;13/06/2019;16;B;1890
926;22;F;4;07/04/2019;4;A;11565
927;36;H;2;01/01/2019;18;B;21442
928;46;H;3;12/06/2019;26;B;1214
929;34;H;3;01/01/2019;12;C;20433
930;41;F;4;01/01/2019;21;D;25937
931;31;H;3;01/01/2019;13;D;27603
932;41;F;2;01/01/2019;21;C;18150
933;31;F;3;01/01/2019;11;A;15613
934;52;H;3;01/01/2019;32;D;6531
935;34;H;3;01/01/2019;14;B;5598
936;34;F;5;01/01/2019;16;C;13017
937;44;F;6;01/01/2019;26;C;2319
938;43;F;2;23/01/2019;22;A;25963
939;44;F;6;01/01/2019;26;D;23436
940;36;H;4;01/01/2019;18;B;24350
941;58;F;3;21/01/2019;40;B;26142
942;36;H;3;16/07/2019;16;C;3659
943;41;F;5;01/01/2019;23;A;15919
944;36;H;5;01/01/2019;16;A;25772
945;54;H;2;10/05/2019;33;D;22996
946;35;F;6;01/01/2019;13;B;22708
947;38;F;3;09/04/2019;20;B;10548
948;34;F;3;01/01/2019;11;B;21483
949;36;H;6;01/01/2019;18;C;21215
950;42;F;2;01/01/2019;24;D;17810
951;37;F;1;01/01/2019;19;D;5338
952;55;F;4;01/01/2019;34;A;23271
953;45;F;3;01/01/2019;24;B;27785
954;39;F;1;01/01/2019;21;A;4481
955;38;F;2;01/01/2019;17;D;19650
956;48;F;2;04/01/2019;29;D;26653
957;52;F;5;26/02/2019;34;B;23579
958;48;F;2;01/01/2019;30;A;30758
959;38;H;4;01/01/2019;19;A;29461
960;46;H;3;01/01/2019;24;C;25589
961;41;H;3;01/01/2019;20;A;16814
962;49;H;5;01/01/2019;31;A;20737
963;33;F;5;01/01/2019;15;A;15334
964;43;H;6;01/01/2019;25;D;24323
965;30;F;2;15/02/2019;12;C;11902
966;39;H;2;01/01/2019;21;A;29108
967;34;H;4;01/01/2019;16;B;18061
968;40;H;2;01/01/2019;22;D;16151
969;48;H;4;01/01/2019;30;B;20898
970;46;F;2;01/01/2019;28;D;14281
971;34;H;2;10/02/2019;7;B;26510
972;33;H;2;01/01/2019;11;D;3858
973;48;F;5;01/01/2019;28;C;15761
974;28;F;6;04/03/2019;10;B;26579
975;31;F;2;01/01/2019;13;D;12371
976;32;F;5;01/01/2019;11;A;20837
977;47;H;4;12/03/2019;29;B;7614
978;27;H;2;08/03/2019;9;B;9487
979;49;H;3;21/04/2019;30;C;21043
980;32;H;5;01/01/2019;13;C;29848
981;40;F;2;01/01/2019;22;B;18182
982;36;F;6;01/01/2019;18;C;28093
983;34;H;3;01/01/2019;16;A;3029
984;30;F;4;01/01/2019;5;B;29963
985;46;F;2;13/04/2019;28;C;15193
986;56;F;2;01/01/2019;38;C;21561
987;37;H;3;01/01/2019;16;D;5874
988;33;H;5;01/01/2019;11;D;22695
989;38;H;4;14/02/2019;20;B;12151
990;36;F;4;01/01/2019;14;D;7985
991;41;F;4;01/01/2019;23;D;14294
992;37;F;3;01/01/2019;15;D;6667
993;37;H;4;01/01/2019;19;A;17585
994;44;F;3;01/01/2019;25;D;18173
995;46;H;5;13/06/2019;28;A;30873
996;33;F;2;01/01/2019;12;B;1180
997;36;H;2;01/01/2019;18;D;8133
998;49;H;2;19/04/2019;31;C;8585
999;54;H;4;01/01/2019;32;A;29905
1000;47;H;3;01/01/2019;24;D;15709
